clip,frame,player_id,real_x,real_y
Dataset_Clutch/Clip1,0,player_bottom,2.46378769925661,-0.8524016152167272
Dataset_Clutch/Clip1,0,player_top,8.029810943374226,27.531813467193412
Dataset_Clutch/Clip1,1,player_bottom,2.41404847765062,-0.8190065716943093
Dataset_Clutch/Clip1,1,player_top,8.01975610624384,27.50129377460309
Dataset_Clutch/Clip1,2,player_bottom,2.382641025402155,-0.7748852484545476
Dataset_Clutch/Clip1,2,player_top,8.01612958837099,27.491458324752678
Dataset_Clutch/Clip1,3,player_bottom,2.474679486191036,-0.7834294545012086
Dataset_Clutch/Clip1,3,player_top,8.014718583725477,27.48363429958966
Dataset_Clutch/Clip1,4,player_bottom,2.4977865847666307,-0.7907778855347058
Dataset_Clutch/Clip1,4,player_top,8.014960443919085,27.482815738471636
Dataset_Clutch/Clip1,5,player_bottom,2.506999869260174,-0.774606194193848
Dataset_Clutch/Clip1,5,player_top,8.01510324715362,27.482684041028623
Dataset_Clutch/Clip1,6,player_bottom,2.533210672349656,-0.5305307085321338
Dataset_Clutch/Clip1,6,player_top,8.014513170166628,27.48000656316461
Dataset_Clutch/Clip1,7,player_bottom,2.5392742693678105,-0.38931427508584543
Dataset_Clutch/Clip1,7,player_top,8.01418967815249,27.480182927824952
Dataset_Clutch/Clip1,8,player_bottom,2.5722575309125064,-0.37500105020463975
Dataset_Clutch/Clip1,8,player_top,8.01415028628874,27.482212765828013
Dataset_Clutch/Clip1,9,player_bottom,2.5670505122736196,-0.3621680796030855
Dataset_Clutch/Clip1,9,player_top,8.01420864797674,27.480211892416417
Dataset_Clutch/Clip1,10,player_bottom,2.5949451532284047,-0.34532195448750586
Dataset_Clutch/Clip1,10,player_top,8.014153202665517,27.477889109402007
Dataset_Clutch/Clip1,11,player_bottom,2.628495509428742,-0.35069833852603993
Dataset_Clutch/Clip1,11,player_top,8.01428372119487,27.47580381088803
Dataset_Clutch/Clip1,12,player_bottom,2.6536026707990974,-0.49980741783633825
Dataset_Clutch/Clip1,12,player_top,8.013777491300969,27.50892612112852
Dataset_Clutch/Clip1,13,player_bottom,2.660200230475205,-0.4976259513137519
Dataset_Clutch/Clip1,13,player_top,8.013270662328885,27.542087628685497
Dataset_Clutch/Clip1,14,player_bottom,2.671131382683362,-0.5031686254431548
Dataset_Clutch/Clip1,14,player_top,8.013245011822622,27.555629822675513
Dataset_Clutch/Clip1,15,player_bottom,2.6889160299857355,-0.5573636957913836
Dataset_Clutch/Clip1,15,player_top,8.01269329464794,27.557157895032077
Dataset_Clutch/Clip1,16,player_bottom,2.6897592595068076,-0.5615823529039287
Dataset_Clutch/Clip1,16,player_top,8.012434872432909,27.554891136993923
Dataset_Clutch/Clip1,17,player_bottom,2.6877602569687493,-0.569022959909266
Dataset_Clutch/Clip1,17,player_top,8.01198667035976,27.554718842300378
Dataset_Clutch/Clip1,18,player_bottom,2.677873696564955,-0.5911270686915601
Dataset_Clutch/Clip1,18,player_top,8.012485764004593,27.560194454100213
Dataset_Clutch/Clip1,19,player_bottom,2.6874232513327905,-0.5798196993827911
Dataset_Clutch/Clip1,19,player_top,8.01305858357992,27.55872440963558
Dataset_Clutch/Clip1,20,player_bottom,2.6883721032215133,-0.5953802456978662
Dataset_Clutch/Clip1,20,player_top,8.01314639842502,27.555373840067425
Dataset_Clutch/Clip1,21,player_bottom,2.686507628849641,-0.5921135453760109
Dataset_Clutch/Clip1,21,player_top,8.013271551520203,27.555705469579348
Dataset_Clutch/Clip1,22,player_bottom,2.681768611933406,-0.6000671644346732
Dataset_Clutch/Clip1,22,player_top,8.013119174470184,27.549214326253832
Dataset_Clutch/Clip1,23,player_bottom,2.6815736176441365,-0.5961620958285601
Dataset_Clutch/Clip1,23,player_top,8.013186026943501,27.545867930005663
Dataset_Clutch/Clip1,24,player_bottom,2.6778914128620586,-0.5859123747645527
Dataset_Clutch/Clip1,24,player_top,8.021352726433566,27.577004715120477
Dataset_Clutch/Clip1,25,player_bottom,2.674206515810983,-0.5756551595474878
Dataset_Clutch/Clip1,25,player_top,8.01448633578663,27.620856424381937
Dataset_Clutch/Clip1,26,player_bottom,2.669042645144111,-0.5649546514248187
Dataset_Clutch/Clip1,26,player_top,8.014685286992727,27.628612035974104
Dataset_Clutch/Clip1,27,player_bottom,2.666846930559705,-0.5675542097961549
Dataset_Clutch/Clip1,27,player_top,8.014456688715889,27.631899100175712
Dataset_Clutch/Clip1,28,player_bottom,2.664084435053794,-0.5645230396889024
Dataset_Clutch/Clip1,28,player_top,8.01214337904085,27.62438581156056
Dataset_Clutch/Clip1,29,player_bottom,2.6634411133104092,-0.5514110452518728
