clip,frame,ball_real_x,ball_real_y,is_real_bounce,bounce_in
Dataset_Clutch/Clip15,36,7.930783862600357,17.0061573312237,1,1.0
Dataset_Clutch/Clip16,316,1.6973136209599105,4.2300659433177685,1,1.0
Dataset_Clutch/Clip17,144,2.802069190200553,5.316207876011718,1,1.0
Dataset_Clutch/Clip18,14,5.406834744005868,11.121322571991142,1,1.0
Dataset_Clutch/Clip18,97,1.5355562048911209,0.8456769219116996,1,1.0
Dataset_Clutch/Clip18,170,4.852164048776976,19.41947357154404,1,1.0
Dataset_Clutch/Clip18,280,3.1210335368583997,17.43450760197481,1,1.0
Dataset_Clutch/Clip18,347,6.888648426098924,7.587112278882347,1,1.0
Dataset_Clutch/Clip18,363,7.470352632877908,9.19090791151452,1,1.0
Dataset_Clutch/Clip19,75,8.555213237792538,23.721422618225972,1,1.0
Dataset_Clutch/Clip19,128,1.7596310962414614,1.8066695029561546,1,1.0
Dataset_Clutch/Clip20,141,3.7827203357782637,3.5334508289623163,1,1.0
Dataset_Clutch/Clip21,102,2.3840972561466565,3.187027559297176,1,1.0
Dataset_Clutch/Clip21,233,7.167893466248066,3.2962218333409807,1,1.0
Dataset_Clutch/Clip22,235,7.210657870737376,12.12554340531393,1,1.0
Dataset_Clutch/Clip23,138,8.124424651842109,5.342520495697912,1,1.0
Dataset_Clutch/Clip23,248,3.89774720286547,13.40372862627232,1,1.0
Dataset_Clutch/Clip24,151,2.236262815740095,3.744308900589771,1,1.0
Dataset_Clutch/Clip24,234,6.5191006999678605,15.915135220737072,1,1.0
Dataset_Clutch/Clip24,343,1.7000334058100535,22.559976858722774,1,1.0
Dataset_Clutch/Clip24,693,7.240809193754715,2.5747035718777282,1,1.0
Dataset_Clutch/Clip24,733,0.41619673942202756,22.101142562728615,1,1.0
Dataset_Clutch/Clip24,857,-0.048561068659771764,4.256367860358425,1,1.0
Dataset_Clutch/Clip25,78,6.075369003125726,17.988452467442226,1,1.0
Dataset_Clutch/Clip25,182,2.3249423171926242,4.317852633531767,1,1.0
Dataset_Clutch/Clip26,52,2.7027192647937643,17.247767281191752,1,1.0
Dataset_Clutch/Clip26,204,7.951096725565277,21.578916854176025,1,1.0
Dataset_Clutch/Clip26,282,0.15828954521635555,1.5039630911565387,1,1.0
Dataset_Clutch/Clip29,102,4.538231056215051,2.7052524390410824,1,1.0
Dataset_Clutch/Clip32,116,0.8903892470974416,20.52181029446988,1,1.0
Dataset_Clutch/Clip32,163,7.247504289971071,23.731059741662754,1,1.0
Dataset_Clutch/Clip32,245,1.107429097055538,1.0879689740270229,1,1.0
Dataset_Clutch/Clip32,290,5.478493322831623,22.76854375902617,1,1.0
Dataset_Clutch/Clip32,338,8.60828053250038,15.011838711828538,1,1.0
